GKZ;Gemeindename;BEZEICHNUNG
60204;Bruck an der Mur;Herzog-Ernst-Gasse
60211;Oberaich;Heuberg
60204;Bruck an der Mur;Heubergstraße
60213;Pernegg an der Mur;Heubergstraße
60219;Thörl;Hinterberg
60204;Bruck an der Mur;Hochfeldgasse
60207;Gußwerk;Hochschwabstraße
60213;Pernegg an der Mur;Hofackerstraße
60216;Sankt Lorenzen im Mürztal;Hofäckerweg
60217;Sankt Marein im Mürztal;Hofweg
60204;Bruck an der Mur;Hoher Markt
60207;Gußwerk;Höll
60204;Bruck an der Mur;Höllhammerweg
60204;Bruck an der Mur;Hubertusstraße
60203;Breitenau am Hochlantsch;Hubertusweg
60216;Sankt Lorenzen im Mürztal;Hugo Wolf-Straße
60209;Kapfenberg;Hugo-v.-Hofmannsthal-Weg
60204;Bruck an der Mur;Hugo-von-Montfort-Gasse
60209;Kapfenberg;Hugo-Wolf-Straße
60215;Sankt Katharein an der Laming;Hüttengraben
60209;Kapfenberg;Ignaz-Semmelweis-Weg
60209;Kapfenberg;Igo-Etrich-Straße
60204;Bruck an der Mur;Im Glanzgraben
60212;Parschlug;In der Grube
60218;Sankt Sebastian;In der Grünau
60204;Bruck an der Mur;Industriegasse
60209;Kapfenberg;Industriepark
60213;Pernegg an der Mur;Industriestraße
60217;Sankt Marein im Mürztal;Industriestraße
60209;Kapfenberg;Industriestraße Ost
60209;Kapfenberg;Industriestraße West
60204;Bruck an der Mur;Jägergasse
60217;Sankt Marein im Mürztal;Jägergasse
60202;Aflenz Land;Jauring
60216;Sankt Lorenzen im Mürztal;Jaxstraße
60213;Pernegg an der Mur;Jobstmanngasse
60212;Parschlug;Johann Graf-Gasse
60209;Kapfenberg;Johann-Böhm-Straße
60209;Kapfenberg;Johann-Brandl-Gasse
60209;Kapfenberg;Johannes-Kepler-Weg
60207;Gußwerk;Johannesplatz
60216;Sankt Lorenzen im Mürztal;Johannesweg
60204;Bruck an der Mur;Johann-Fux-Straße
60209;Kapfenberg;Johann-Josef-Fux-Straße
60209;Kapfenberg;Johann-Nestroy-Straße
60204;Bruck an der Mur;Johann-Strauß-Gasse
60209;Kapfenberg;Johann-Strauß-Gasse
60217;Sankt Marein im Mürztal;Johann-Strauß-Weg
60204;Bruck an der Mur;Josef-Graf-Gasse
60209;Kapfenberg;Josefine-Kettler-Gasse
60209;Kapfenberg;Josef-Madersperger-Weg
60209;Kapfenberg;Josef-Scheu-Straße
60209;Kapfenberg;Josef-Stanek-Gasse
60210;Mariazell;Joseph Haydn-Gasse
60216;Sankt Lorenzen im Mürztal;Joseph Ressel-Weg
60210;Mariazell;K.E.Tisserant-Platz
60212;Parschlug;Käferweg
60204;Bruck an der Mur;Kaltbach
60204;Bruck an der Mur;Kaltbachsiedlung
60204;Bruck an der Mur;Kaltbachstraße
60204;Bruck an der Mur;Kaltschmidstraße
60210;Mariazell;Kalvarienberg
60204;Bruck an der Mur;Kalvarienbergweg
60218;Sankt Sebastian;Kapellerweg
60210;Mariazell;Karl Heinschild-Weg
60216;Sankt Lorenzen im Mürztal;Karl Morre-Straße
60209;Kapfenberg;Karl-Heinrich-Waggerl-Weg
60209;Kapfenberg;Karl-Maisel-Hof
60209;Kapfenberg;Karl-Schöberl-Hof
60209;Kapfenberg;Karl-Seitz-Gasse
60210;Mariazell;Karmelweg
60213;Pernegg an der Mur;Karnerberg
60216;Sankt Lorenzen im Mürztal;Kastenfeldweg
60209;Kapfenberg;Kehr
60209;Kapfenberg;Kendlbachstraße
60204;Bruck an der Mur;Keplerstraße
60207;Gußwerk;Kernboden
60209;Kapfenberg;Kernstockgasse
60212;Parschlug;Kieneggerweg
60213;Pernegg an der Mur;Kirchdorf
60218;Sankt Sebastian;Kirchenweg
60204;Bruck an der Mur;Kirchplatz
60207;Gußwerk;Kirchplatz
60217;Sankt Marein im Mürztal;Kirchweg
60203;Breitenau am Hochlantsch;Klammgraben
60213;Pernegg an der Mur;Klammweg
60212;Parschlug;Klaworaweg
60216;Sankt Lorenzen im Mürztal;Klosterweg
60207;Gußwerk;Knappengraben
60212;Parschlug;Knappenweg
60203;Breitenau am Hochlantsch;Knollgraben
60204;Bruck an der Mur;Knottingerstraße
60213;Pernegg an der Mur;Köllersdorf
60209;Kapfenberg;Koloman-Wallisch-Gasse
60204;Bruck an der Mur;Koloman-Wallisch-Platz
60209;Kapfenberg;Koloman-Wallisch-Platz
60210;Mariazell;König Ludwig-Gasse
60209;Kapfenberg;Konrad-Kainz-Straße
60213;Pernegg an der Mur;Kötscherstraße
60211;Oberaich;Kotzgraben
60204;Bruck an der Mur;Kreckerstraße
60216;Sankt Lorenzen im Mürztal;Kreuzstraße
60211;Oberaich;Kreuzweg
60209;Kapfenberg;Kronawettersiedlung
60209;Kapfenberg;Krottendorf
60209;Kapfenberg;Krottendorfer Straße
60204;Bruck an der Mur;Kupferschmiedgasse
60209;Kapfenberg;Lagergasse
60217;Sankt Marein im Mürztal;Lambrechtstraße
60209;Kapfenberg;Lamingbachweg
60204;Bruck an der Mur;Lamingfeldsiedlung A
60204;Bruck an der Mur;Lamingfeldsiedlung B
60204;Bruck an der Mur;Lamingfeldsiedlung C
60204;Bruck an der Mur;Lamingfeldsiedlung D
60204;Bruck an der Mur;Lamingfeldsiedlung E
60204;Bruck an der Mur;Lamingfeldsiedlung F
60204;Bruck an der Mur;Lamingfeldsiedlung G
60204;Bruck an der Mur;Laminggasse
60204;Bruck an der Mur;Landskrongasse
60211;Oberaich;Landskronstraße
60217;Sankt Marein im Mürztal;Landstraße
60209;Kapfenberg;Lannergasse
60203;Breitenau am Hochlantsch;Lantsch
60209;Kapfenberg;Lanzgraben
60213;Pernegg an der Mur;Lärchenweg
60207;Gußwerk;Lärchkogelstraße
60204;Bruck an der Mur;Lastenstraße
60209;Kapfenberg;Lastenstraße
60204;Bruck an der Mur;Laubengasse
60209;Kapfenberg;Laubengasse
60209;Kapfenberg;Laubtalweg
60204;Bruck an der Mur;Leharstraße
60209;Kapfenberg;Leharweg
60204;Bruck an der Mur;Lehmgasse
60209;Kapfenberg;Leingraben
60209;Kapfenberg;Leingrabenweg
60209;Kapfenberg;Leitenweg
60213;Pernegg an der Mur;Leitnergasse
60207;Gußwerk;Leitnerweg
60209;Kapfenberg;Lenaugasse
60207;Gußwerk;Lendstraße
60218;Sankt Sebastian;Lenzbauerweg
60204;Bruck an der Mur;Leobner Straße
60212;Parschlug;Leopold von Leonstein Siedlung
60209;Kapfenberg;Lerchengasse
60204;Bruck an der Mur;Lerchenweg
60216;Sankt Lorenzen im Mürztal;Lesing
60216;Sankt Lorenzen im Mürztal;Lesingerweg
60204;Bruck an der Mur;Lessingstraße
60209;Kapfenberg;Lessingstraße
60204;Bruck an der Mur;Lichtensteinstraße
60216;Sankt Lorenzen im Mürztal;Lichtenweg
60207;Gußwerk;Lieglergraben
60213;Pernegg an der Mur;Liliengasse
60217;Sankt Marein im Mürztal;Lindengasse
60209;Kapfenberg;Lindenplatz
60213;Pernegg an der Mur;Lindenplatz
60211;Oberaich;Lindenweg
60213;Pernegg an der Mur;Lindenweg
60209;Kapfenberg;Linke Mürzzeile
60205;Etmißl;Lonschitz
60209;Kapfenberg;Lorenziweg
60209;Kapfenberg;Ludwig-Anzengruber-Weg
60209;Kapfenberg;Ludwig-Boltzmann-Weg
60209;Kapfenberg;Ludwig-Brandner-Gasse
60209;Kapfenberg;Ludwig-Tuller-Gasse
60218;Sankt Sebastian;Lurg
60209;Kapfenberg;M.v.-Ebner-Eschenbach-Siedlung
60204;Bruck an der Mur;Madereckweg
60203;Breitenau am Hochlantsch;Magnesitstraße
60210;Mariazell;Mahrfeldweg
60209;Kapfenberg;Maigasse
60204;Bruck an der Mur;Marburger Straße
60210;Mariazell;Maria Theresien-Gasse
60209;Kapfenberg;Mariazeller Straße
60209;Kapfenberg;Marie-Jahoda-Gasse
60211;Oberaich;Marienweg
60217;Sankt Marein im Mürztal;Marienweg
60211;Oberaich;Maringhof
60210;Mariazell;Markgraf Heinrich-Gasse
60209;Kapfenberg;Martin-Luther-Platz
60204;Bruck an der Mur;Martin-Luther-Straße
60217;Sankt Marein im Mürztal;Mattnerstraße
60211;Oberaich;Matzlstraße
60204;Bruck an der Mur;Maurergasse
60213;Pernegg an der Mur;Mautstatt
60213;Pernegg an der Mur;Max Mell-Weg
60204;Bruck an der Mur;Max-Mell-Straße
60209;Kapfenberg;Max-Mell-Weg
60217;Sankt Marein im Mürztal;Max-Mell-Weg
60209;Kapfenberg;Meierhofleiten
60209;Kapfenberg;Meierhofstraße
60213;Pernegg an der Mur;Mendelgasse
60204;Bruck an der Mur;Minoritenplatz
60213;Pernegg an der Mur;Mittelweg
60211;Oberaich;Mitteraich
60211;Oberaich;Mitteraichstraße
60204;Bruck an der Mur;Mittergasse
60211;Oberaich;Mittlerer Pichelweg
60216;Sankt Lorenzen im Mürztal;Mittlerer Siedlungsweg
60213;Pernegg an der Mur;Mixnitz
60216;Sankt Lorenzen im Mürztal;Mödersdorf
60207;Gußwerk;Moosbach
60208;Halltal;Mooshuben
60204;Bruck an der Mur;Moosweg
60216;Sankt Lorenzen im Mürztal;Moosweg
60210;Mariazell;Morzingasse
60213;Pernegg an der Mur;Moscherweg
60211;Oberaich;Mötschlach
60211;Oberaich;Mötschlachstraße
60204;Bruck an der Mur;Mozartgasse
60209;Kapfenberg;Mozartgasse
60213;Pernegg an der Mur;Mozartgasse
60217;Sankt Marein im Mürztal;Mozartstraße
60216;Sankt Lorenzen im Mürztal;Mühlweg
60218;Sankt Sebastian;Mühlweg
60209;Kapfenberg;Mühlwiesenweg
60204;Bruck an der Mur;Murinsel
60211;Oberaich;Murinsel
60204;Bruck an der Mur;Murinselallee
60204;Bruck an der Mur;Murpark
60204;Bruck an der Mur;Murstraße
60211;Oberaich;Murweg
60213;Pernegg an der Mur;Murweg
60209;Kapfenberg;Mürzbogen
60204;Bruck an der Mur;Mürzgasse
60209;Kapfenberg;Mürzgasse
60216;Sankt Lorenzen im Mürztal;Mürzgraben
60216;Sankt Lorenzen im Mürztal;Mürzgrabenstraße
60217;Sankt Marein im Mürztal;Mürzstraße
60217;Sankt Marein im Mürztal;Mürzzeile
60204;Bruck an der Mur;Nagelschmiedgasse
60211;Oberaich;Narzissenweg
60218;Sankt Sebastian;Nazbauerweg
60216;Sankt Lorenzen im Mürztal;Nechelheim
60204;Bruck an der Mur;Nelkengasse
60209;Kapfenberg;Nelkengasse
60213;Pernegg an der Mur;Nelkengasse
60216;Sankt Lorenzen im Mürztal;Nestroyweg
60204;Bruck an der Mur;Neubaugasse
60213;Pernegg an der Mur;Neubaugasse
60217;Sankt Marein im Mürztal;Neubaugasse
60204;Bruck an der Mur;Neue Gasse
60213;Pernegg an der Mur;Neue Welt
60204;Bruck an der Mur;Neue-Welt-Gasse
60210;Mariazell;Neukoglerweg
60218;Sankt Sebastian;Neukoglerweg
60207;Gußwerk;Niederalpl
60215;Sankt Katharein an der Laming;Niederdorf
60209;Kapfenberg;Nierhammerweg
60204;Bruck an der Mur;Nikolausweg
60211;Oberaich;Oberaich
60211;Oberaich;Oberaichstraße
60211;Oberaich;Oberdorf
60215;Sankt Katharein an der Laming;Oberdorf
60204;Bruck an der Mur;Oberdorfer Straße
60204;Bruck an der Mur;Oberdorfer Straße-Feltensiedlung
60204;Bruck an der Mur;Obere Siedlungsgasse
60204;Bruck an der Mur;Oberer Höhenweg
60211;Oberaich;Oberer Panoramaweg
60211;Oberaich;Oberer Pichelweg
60216;Sankt Lorenzen im Mürztal;Oberer Siedlungsweg
60211;Oberaich;Oberes Kirchenviertel
60207;Gußwerk;Oberkogelbauerweg
60220;Tragöß;Oberort
60215;Sankt Katharein an der Laming;Obertal
60207;Gußwerk;Oberwegscheid
60205;Etmißl;Oisching
60207;Gußwerk;Oisching
60202;Aflenz Land;Oischingalm
60204;Bruck an der Mur;Ostring
60209;Kapfenberg;Otto-Hauberger-Straße
60210;Mariazell;Ottokar Kernstock-Gasse
60216;Sankt Lorenzen im Mürztal;Ottokar Kernstock-Straße
60204;Bruck an der Mur;Ottokar-Kernstock-Straße
60219;Thörl;Palbersdorf
60211;Oberaich;Panoramaweg
60204;Bruck an der Mur;Parkgasse
60217;Sankt Marein im Mürztal;Parkstraße
60212;Parschlug;Parschlug Hauptstraße
60209;Kapfenberg;Parschluger Straße
60210;Mariazell;Pater Heinrich Abel-Platz
60210;Mariazell;Pater Hermann Geist-Platz
60210;Mariazell;Pater Othmar Wonisch-Weg
60209;Kapfenberg;Paula Wallisch-Platz
60217;Sankt Marein im Mürztal;Paula-Grogger-Straße
60204;Bruck an der Mur;Paulahofer Siedlungsstraße
60211;Oberaich;Paulahofsiedlung
60211;Oberaich;Paulahofsiedlungsstraße
60211;Oberaich;Paulahofsiedlungsstraße A
60211;Oberaich;Paulahofsiedlungsstraße B
60211;Oberaich;Paulahofsiedlungsstraße C
60211;Oberaich;Paulahofsiedlungsstraße D
60211;Oberaich;Paulahofsiedlungsstraße E
60211;Oberaich;Paulahofsiedlungsstraße F
60211;Oberaich;Paulahofsiedlungsstraße G
60211;Oberaich;Paulahofsiedlungsstraße H
60213;Pernegg an der Mur;Pernegg
60209;Kapfenberg;Pestalozzistraße
60210;Mariazell;Peter Rosegger-Gasse
60212;Parschlug;Peter-Rosegger-Siedlung
60213;Pernegg an der Mur;Petersweg
60209;Kapfenberg;Peter-Tunner-Gasse
60204;Bruck an der Mur;Petzoldgasse
60216;Sankt Lorenzen im Mürztal;Petzoldstraße
60217;Sankt Marein im Mürztal;Petzoldstraße
60217;Sankt Marein im Mürztal;Pfaffendorfer Weg
60207;Gußwerk;Pfannhammer
60213;Pernegg an der Mur;Pfarrweg
60211;Oberaich;Picheldorf
60220;Tragöß;Pichl-Großdorf
60204;Bruck an der Mur;Pischkalm
60204;Bruck an der Mur;Pischkberg
60204;Bruck an der Mur;Pischker Straße
60204;Bruck an der Mur;Piusallee
60204;Bruck an der Mur;Platz der Menschenrechte
60212;Parschlug;Pogier Hauptstraße
60216;Sankt Lorenzen im Mürztal;Pogierstraße
60209;Kapfenberg;Pogierweg
60204;Bruck an der Mur;Pögl-Hof
60216;Sankt Lorenzen im Mürztal;Pogusch
60216;Sankt Lorenzen im Mürztal;Poguschstraße
60218;Sankt Sebastian;Poldlbauerweg
60211;Oberaich;Pöllweg
60212;Parschlug;Pönegg
60217;Sankt Marein im Mürztal;Poschweg
60216;Sankt Lorenzen im Mürztal;Poststraße
60209;Kapfenberg;Pötschachgasse
60209;Kapfenberg;Pötschen
60209;Kapfenberg;Pötschenweg
60207;Gußwerk;Prescenyklause
60213;Pernegg an der Mur;Pretschgraben
60204;Bruck an der Mur;Primbschweg
60211;Oberaich;Primelweg
60204;Bruck an der Mur;Propsteigasse
60204;Bruck an der Mur;Propst-Weinberger-Straße
60209;Kapfenberg;Quellengasse
60211;Oberaich;Quellenweg
60213;Pernegg an der Mur;Quellenweg
60218;Sankt Sebastian;Quellenweg
60209;Kapfenberg;Quergasse
60216;Sankt Lorenzen im Mürztal;Quergasse
60210;Mariazell;Radkersburgerplatz
60204;Bruck an der Mur;Raiffeisenstraße
60209;Kapfenberg;Raiffeisenweg
60209;Kapfenberg;Raimundgasse
60212;Parschlug;Rainäckerweg
60209;Kapfenberg;Rainer-Maria-Rilke-Weg
60216;Sankt Lorenzen im Mürztal;Rainweg
60209;Kapfenberg;Rainweg-Süd
60216;Sankt Lorenzen im Mürztal;Rammersdorferstraße
60207;Gußwerk;Ramsau
60211;Oberaich;Ranchweg
60212;Parschlug;Randweg
60213;Pernegg an der Mur;Rannerweg
60211;Oberaich;Raschbach
60211;Oberaich;Raschbachstraße
60210;Mariazell;Rasing
60203;Breitenau am Hochlantsch;Rassgraben
60215;Sankt Katharein an der Laming;Rastal
60209;Kapfenberg;Rathausgasse
60211;Oberaich;Rebenweg
60208;Halltal;Rechengraben
60209;Kapfenberg;Rechte Mürzzeile
60209;Kapfenberg;Redfeldgasse
60209;Kapfenberg;Reinholzgasse
60209;Kapfenberg;Reiserstraße
60209;Kapfenberg;Reitergasse
60204;Bruck an der Mur;Rennfeld
60204;Bruck an der Mur;Rennfeldweg
60209;Kapfenberg;Rettengraben
60211;Oberaich;Retzweg
60209;Kapfenberg;Richard-Wagner-Gasse
60204;Bruck an der Mur;Richard-Wagner-Straße
60210;Mariazell;Riedheimerweg
